Date,PM2.5,PM10,RH,SR
01-01-2017 00:00,162,227,71.83,12.25
01-01-2017 01:00,165.17,226.17,73.25,12.17
01-01-2017 02:00,176.67,215.33,74.92,12.42
01-01-2017 03:00,150.67,177.5,75.08,12.17
01-01-2017 04:00,129.5,174.5,75.33,12.25
01-01-2017 05:00,145,286,76.75,12.33
01-01-2017 06:00,207,347.33,78,12.83
01-01-2017 07:00,207.17,323.33,78.67,76.75
01-01-2017 08:00,295.67,435.17,77.88,304.12
01-01-2017 09:00,357.17,501.67,71.33,395.33
01-01-2017 10:00,324.67,439.17,65.42,410.42
01-01-2017 11:00,208,340.83,59.17,414.83
01-01-2017 12:00,208,239.17,54.25,412.92
01-01-2017 13:00,188.67,205.67,51.67,406.42
01-01-2017 14:00,90,180.33,50,389.5
01-01-2017 15:00,80,163.67,50.67,336.08
01-01-2017 16:00,80,175.62,52.25,187.08
01-01-2017 17:00,80,221.33,55.92,30.75
01-01-2017 18:00,80,341,60.17,12.25
01-01-2017 19:00,111.33,476.33,65.5,12.42
01-01-2017 20:00,267.17,700.17,69.08,12.17
01-01-2017 21:00,267.5,689.5,71.17,12.33
01-01-2017 22:00,321,728.83,72.75,12.42
01-01-2017 23:00,486,838,74.25,12.17
02-01-2017 00:00,498,838,75.92,12.58
02-01-2017 01:00,322.75,808.12,77.17,12.25
02-01-2017 02:00,342.25,569.67,77.67,12.25
02-01-2017 03:00,178,438.33,78.67,12
02-01-2017 04:00,379.17,509.67,79.08,12.42
02-01-2017 05:00,345.83,488.5,79,12.67
02-01-2017 06:00,406.5,539.5,79,12.75
02-01-2017 07:00,437,639,78.58,75
02-01-2017 08:00,428.17,556,74,320.25
02-01-2017 09:00,401.33,594.17,58.33,392.08
02-01-2017 10:00,224.5,554.5,54.17,405.42
02-01-2017 11:00,157.17,279,50.17,409.75
02-01-2017 12:00,144.83,278.67,44,407.17
02-01-2017 13:00,81,247.17,38.42,392.25
02-01-2017 14:00,89.67,356.83,38.17,371.5
02-01-2017 15:00,80.83,398.83,39.67,294
02-01-2017 16:00,73.83,418.75,41.17,173.67
02-01-2017 17:00,98.5,540.83,48.08,28.92
02-01-2017 18:00,134.5,662.5,56.58,12.67
02-01-2017 19:00,183.67,543,63.17,12.08
02-01-2017 20:00,216.67,607.67,66.17,12.33
02-01-2017 21:00,225.67,491.67,68.17,12.58
02-01-2017 22:00,307.5,565.83,70,12.25
02-01-2017 23:00,417.33,637.5,70.33,12.25
03-01-2017 00:00,253.25,475,72.25,12.5
03-01-2017 01:00,244,467.83,74.67,12.42
03-01-2017 02:00,225,425.83,76.42,12.25
03-01-2017 03:00,225,379.83,77.75,12.25
03-01-2017 04:00,200.17,319.67,78.92,12.42
03-01-2017 05:00,210,406.67,79,12.42
03-01-2017 06:00,268,456,79.67,12.96
03-01-2017 07:00,330.5,483.33,80.08,92.33
03-01-2017 08:00,321.67,469.17,77.92,337
03-01-2017 09:00,338.67,464,68,390.58
03-01-2017 10:00,336.17,467.83,57.33,399
03-01-2017 11:00,352.5,524.67,47.58,399.25
03-01-2017 12:00,326.33,605.17,39.92,395
03-01-2017 13:00,282.17,649.5,36.08,384
03-01-2017 14:00,147.83,432.5,37.33,367.08
03-01-2017 15:00,119.83,404.83,39,299.25
03-01-2017 16:00,116.33,516.83,45.08,154.5
03-01-2017 17:00,158,594.67,52.75,27.58
03-01-2017 18:00,191.83,681,59.42,12
03-01-2017 19:00,256.75,763.5,64.67,12.25
03-01-2017 20:00,324.5,732.5,67.08,12.25
03-01-2017 21:00,365.5,784,68.92,12.33
03-01-2017 22:00,440.17,902.33,70.75,12.42
03-01-2017 23:00,484,294.51,72.92,12.67
04-01-2017 00:00,516,294.51,74.83,12.33
04-01-2017 01:00,476.33,961.5,77,12.5
04-01-2017 02:00,473.5,674,78.17,12.25
04-01-2017 03:00,448.17,664.83,79.33,12.33
04-01-2017 04:00,432.67,621.33,80,12.33
04-01-2017 05:00,431.67,645.33,80,12.58
04-01-2017 06:00,465.67,704.17,80,12.75
04-01-2017 07:00,481.67,665.67,80.67,90.25
04-01-2017 08:00,420.5,559.5,78.75,350.5
04-01-2017 09:00,396.5,598.33,63.25,388.17
04-01-2017 10:00,252.5,394.5,49.5,396.92
04-01-2017 11:00,190.17,335.33,44.75,400.33
04-01-2017 12:00,150.33,283.17,39.83,404.75
04-01-2017 13:00,72.17,193,37.58,397.83
04-01-2017 14:00,74.33,214.83,37.08,374.42
04-01-2017 15:00,79.5,218.83,36.17,293.5
04-01-2017 16:00,76.83,200.67,45.08,172.5
04-01-2017 17:00,102,252,52.33,27.46
04-01-2017 18:00,113.67,310.83,59,12.25
04-01-2017 19:00,148.17,276.67,62.92,12.42
04-01-2017 20:00,150.33,278.5,65.33,12.25
04-01-2017 21:00,142.17,362.67,67.58,12.33
04-01-2017 22:00,193,334,69.58,12.38
04-01-2017 23:00,193.67,386,72.5,12.33
05-01-2017 00:00,210.33,358.83,74.5,12.17
05-01-2017 01:00,274.67,515,76.08,12.17
05-01-2017 02:00,253.83,342.5,76.75,12.17
05-01-2017 03:00,206.17,304.83,77.08,12.67
05-01-2017 04:00,201.5,328.5,77.67,12.67
05-01-2017 05:00,223.33,435.67,78.5,12.33
05-01-2017 06:00,219.17,359.17,78.83,12.75
05-01-2017 07:00,222.67,368.33,79,76.67
05-01-2017 08:00,267.17,416.17,77.5,296.17
05-01-2017 09:00,298.83,440.83,69.17,388.58
05-01-2017 10:00,289.83,413.5,52.88,393.87
05-01-2017 11:00,220.17,446.17,43.17,395.83
05-01-2017 12:00,197.17,517,39.33,393.75
05-01-2017 13:00,182,501.67,36.5,387.75
05-01-2017 14:00,195.67,547.17,34.92,369.83
05-01-2017 15:00,163.5,527.38,34.08,305.67
05-01-2017 16:00,166.17,537.5,38.75,169.83
05-01-2017 17:00,214,791.33,50.42,30.25
05-01-2017 18:00,298.5,773.33,57.25,12.67
05-01-2017 19:00,289,522.17,63.5,12.42
05-01-2017 20:00,257.67,528.33,68.42,12.33
05-01-2017 21:00,293,663.5,70.88,12.42
05-01-2017 22:00,380.83,826.33,72.42,12.33
05-01-2017 23:00,392.33,794.5,73.33,12.42
06-01-2017 00:00,361,706.17,74,12.5
06-01-2017 01:00,269.67,453,75,12.17
06-01-2017 02:00,253.83,325,75,12.42
06-01-2017 03:00,204.33,280.17,74.67,12.21
06-01-2017 04:00,185.17,258,75,12.33
06-01-2017 05:00,184.83,271.33,75.92,12.42
06-01-2017 06:00,205.67,283.33,77,12.75
06-01-2017 07:00,211.17,261.33,77.25,71.25
06-01-2017 08:00,202.5,275.17,75.5,304.67
06-01-2017 09:00,222.17,303.67,67.42,393.25
06-01-2017 10:00,179.83,269,59.33,409.58
06-01-2017 11:00,160,284.5,52.08,411.25
06-01-2017 12:00,149,319.17,48.5,409.92
06-01-2017 13:00,178.33,347.33,45.92,402.25
06-01-2017 14:00,105,317.33,51.42,378.25
06-01-2017 15:00,131.5,354.5,53.83,290.83
06-01-2017 16:00,138,331.17,58.67,209.33
06-01-2017 17:00,134.67,325.83,62.75,30
06-01-2017 18:00,148,326.5,65.75,12.08
06-01-2017 19:00,177.17,348.17,71.75,12.33
06-01-2017 20:00,192.33,289.17,74.67,12.33
06-01-2017 21:00,167.67,263.33,76.17,12.42
06-01-2017 22:00,187.33,259,77.5,12.25
06-01-2017 23:00,195.17,270.5,78.75,12.17
07-01-2017 00:00,200.83,268.5,79,12.5
07-01-2017 01:00,201.67,268.5,79.17,12.33
07-01-2017 02:00,209,257.5,80.17,12.5
07-01-2017 03:00,201,266.33,81.17,12.5
07-01-2017 04:00,176,257.83,82.25,12.42
07-01-2017 05:00,125.17,174.33,82.5,12.33
07-01-2017 06:00,119,133.17,82.42,14
07-01-2017 07:00,105.67,114.17,82,35.25
07-01-2017 08:00,87.67,93.5,80.92,133.92
07-01-2017 09:00,87.83,111.83,80,101.83
07-01-2017 10:00,118.5,114.17,79.67,254.92
07-01-2017 11:00,101.33,107.17,78,345.75
07-01-2017 12:00,103.33,123.67,75.5,403.33
07-01-2017 13:00,111.83,156.17,73.17,410.25
07-01-2017 14:00,150,180.83,73.08,345.08
07-01-2017 15:00,170.33,201.67,73.83,294.67
07-01-2017 16:00,172.5,216,74,158.08
07-01-2017 17:00,176.67,243.83,75.17,60.5
07-01-2017 18:00,182.83,230.5,76.5,13.58
07-01-2017 19:00,167.5,217,77.42,13.75
07-01-2017 20:00,139.83,209.5,78,13.5
07-01-2017 21:00,114.17,185.5,78,13.75
07-01-2017 22:00,115.33,127.33,78.92,13.83
07-01-2017 23:00,119,130.33,79,13.83
08-01-2017 00:00,128.17,162,79,14
08-01-2017 01:00,128.5,160.17,78.25,14.08
08-01-2017 02:00,153.17,163,78.58,16
08-01-2017 03:00,154.67,209.67,79.75,15.42
08-01-2017 04:00,103.67,140.5,80,14.33
08-01-2017 05:00,87.33,135.67,79.83,13
08-01-2017 06:00,114.5,172.83,79,14.17
08-01-2017 07:00,117.33,178,79.25,106.58
08-01-2017 08:00,133,278.33,78.17,375.75
08-01-2017 09:00,198.33,507.67,72.58,442.08
08-01-2017 10:00,165.33,507.17,64.5,449.87
08-01-2017 11:00,116.83,393.5,58.25,454.92
08-01-2017 12:00,115.67,177.83,57.33,450
08-01-2017 13:00,116.75,223.17,52.5,446.17
08-01-2017 14:00,129.17,271.33,45.92,434.33
08-01-2017 15:00,100,253.12,46.08,406.04
08-01-2017 16:00,130.33,408.33,49.75,308.58
08-01-2017 17:00,109.33,486.83,54.08,68.58
08-01-2017 18:00,131.5,521.83,57.83,12.5
08-01-2017 19:00,201.5,534.33,66.5,12.5
08-01-2017 20:00,272.33,546.67,71.67,12.75
08-01-2017 21:00,186.5,387.33,72.92,12.92
08-01-2017 22:00,181,335.5,74.67,13.08
08-01-2017 23:00,210.17,380.83,75.92,13.58
09-01-2017 00:00,188.83,320,76.83,15.58
09-01-2017 01:00,220,304.5,78.17,17.75
09-01-2017 02:00,172.83,221,79,17.08
09-01-2017 03:00,135.5,191,79,15.92
09-01-2017 04:00,131,196.17,79.58,14.33
09-01-2017 05:00,138,220.25,80,14.25
09-01-2017 06:00,104.17,230,80,14.25
09-01-2017 07:00,131.67,370.17,80.08,166.92
09-01-2017 08:00,118.5,517.67,77.5,419.67
09-01-2017 09:00,139.5,480.17,64.96,439.08
09-01-2017 10:00,122.5,408.17,51.83,444.83
09-01-2017 11:00,130,561.33,45.92,447.75
09-01-2017 12:00,149,508,41.17,449.58
09-01-2017 13:00,117.83,444.83,38.17,443.25
09-01-2017 14:00,114.33,501.17,37.29,428.38
09-01-2017 15:00,123.17,487.5,40.25,400.67
09-01-2017 16:00,108,502.83,40.58,305.33
09-01-2017 17:00,103.67,584.33,44,64.17
09-01-2017 18:00,113.5,637.33,51.92,12.42
09-01-2017 19:00,144,488.67,53.5,12.5
09-01-2017 20:00,127.33,558.83,55.75,12.5
09-01-2017 21:00,102,423.5,59.42,12.42
09-01-2017 22:00,138,422.33,60.92,12.33
09-01-2017 23:00,113.5,332.83,62,12.5
10-01-2017 00:00,89.83,327,63.75,12.33
10-01-2017 01:00,87.17,305.17,63.25,12.33
10-01-2017 02:00,107.5,210,63.92,12.33
10-01-2017 03:00,121,268.83,64.08,12.5
10-01-2017 04:00,74.67,217.17,64,12.5
10-01-2017 05:00,69.33,239.83,63.33,12.42
10-01-2017 06:00,80,259.67,60.58,12.75
10-01-2017 07:00,101.33,333.17,58.33,181.08
10-01-2017 08:00,114.83,462,49.33,428.5
10-01-2017 09:00,148.5,571.33,39.25,447.75
10-01-2017 10:00,138.83,436.83,32.92,456.5
10-01-2017 11:00,97.17,518.5,28.83,458.17
10-01-2017 12:00,64.5,461.67,24.92,460.67
10-01-2017 13:00,47.38,490.88,26.08,456.92
10-01-2017 14:00,49,478.33,26.08,424
10-01-2017 15:00,43.17,378.17,26.42,384.58
10-01-2017 16:00,42,354.83,28.92,273.67
10-01-2017 17:00,57.17,410.17,32.42,64.92
10-01-2017 18:00,68.5,423,35.75,12.33
10-01-2017 19:00,130.83,476.67,39.08,12.42
10-01-2017 20:00,182,605.83,42.75,12.42
10-01-2017 21:00,190.33,757.83,45.75,12.67
10-01-2017 22:00,191.83,661.33,48.5,12.42
10-01-2017 23:00,230.17,794.67,47.92,12.25
11-01-2017 00:00,174,478,49.5,12.42
11-01-2017 01:00,166.83,462.5,51.17,12.17
11-01-2017 02:00,179.67,380.67,52.83,12.25
11-01-2017 03:00,178.5,371,55.83,12.42
11-01-2017 04:00,204.17,444.17,53.42,12.67
11-01-2017 05:00,191.17,501,53.5,12.42
11-01-2017 06:00,167.67,460,54.83,13.33
11-01-2017 07:00,153.83,499.33,57.75,169
11-01-2017 08:00,211,617.67,52.5,426.33
11-01-2017 09:00,293.17,705.33,40.75,447.92
11-01-2017 10:00,237.17,593.83,36.75,455.92
11-01-2017 11:00,148.5,544.67,34.5,459.83
11-01-2017 12:00,116.75,484.25,31.17,459.38
11-01-2017 13:00,84,415,27.67,453.08
11-01-2017 14:00,58.67,371.17,29.08,416.58
11-01-2017 15:00,58.5,475.33,30.58,403
11-01-2017 16:00,70,466.83,34.17,315.33
11-01-2017 17:00,97.67,509.5,32.67,69.67
11-01-2017 18:00,132.5,693,38.21,12.46
11-01-2017 19:00,121.33,519.67,44.75,12.5
11-01-2017 20:00,153.83,494,44.83,12.42
11-01-2017 21:00,166.67,488.67,46.5,12.5
11-01-2017 22:00,205.17,645.67,45.08,12.5
11-01-2017 23:00,199.5,523.33,50.25,12.58
12-01-2017 00:00,293.5,945.33,55,12.42
12-01-2017 01:00,306.17,925.5,59.83,12.25
12-01-2017 02:00,331,783.62,63.67,12.33
12-01-2017 03:00,336.83,567.75,66.33,12.33
12-01-2017 04:00,400,741,67.25,12.33
12-01-2017 05:00,430.33,741,67.17,12.5
12-01-2017 06:00,358,741,69.33,13
12-01-2017 07:00,360.5,730.67,71,142.83
12-01-2017 08:00,365,680.83,66.92,414.75
12-01-2017 09:00,397.67,688.67,55.33,442.5
12-01-2017 10:00,383.83,691.17,45.17,448
12-01-2017 11:00,365.33,749,37.75,449.83
12-01-2017 12:00,306.33,789.17,31.92,451.25
12-01-2017 13:00,195,652.67,30.33,446.75
12-01-2017 14:00,152.5,498.17,30.75,426.5
12-01-2017 15:00,132,646.33,31.33,393
12-01-2017 16:00,95.5,585.17,34.33,308.92
12-01-2017 17:00,113.5,592.5,37.58,70.33
12-01-2017 18:00,123.5,562.5,43.08,12.5
12-01-2017 19:00,163.25,500,49,12.42
12-01-2017 20:00,186.83,513.67,52.17,12.25
12-01-2017 21:00,231,579.5,56.42,12.42
12-01-2017 22:00,256,592.5,59.33,12.5
12-01-2017 23:00,262.67,727.5,62.12,12.46
13-01-2017 00:00,307,763.33,65.17,12.67
13-01-2017 01:00,352.83,713,66.33,12.42
13-01-2017 02:00,315.67,519.83,68.92,12.33
13-01-2017 03:00,352.33,592.17,71.25,12.17
13-01-2017 04:00,313.17,527.33,70.92,12.42
13-01-2017 05:00,282.5,489.67,71.25,12.17
13-01-2017 06:00,271.5,442,70.75,12.67
13-01-2017 07:00,254.33,454.25,71,142.75
13-01-2017 08:00,265.83,587.33,63.67,414.83
13-01-2017 09:00,310.17,640.17,47.08,442.75
13-01-2017 10:00,281,599,38.92,449.25
13-01-2017 11:00,235.12,607.67,34.5,453.25
13-01-2017 12:00,151.62,564.83,29.33,450.58
13-01-2017 13:00,100.88,520.5,24,445.08
13-01-2017 14:00,103.62,565.67,21.5,420.33
13-01-2017 15:00,79.25,495.17,22.92,377.25
13-01-2017 16:00,74.83,452.83,26.67,269.67
13-01-2017 17:00,86.67,519.83,33,65.08
13-01-2017 18:00,136.5,804.5,39.17,12.58
13-01-2017 19:00,198.5,779.67,44.5,12.17
13-01-2017 20:00,228.33,788.5,47.75,12.17
13-01-2017 21:00,282.5,891,52.58,12.58
13-01-2017 22:00,370,891,54,13
13-01-2017 23:00,134.59,294.51,56.99,207.28
14-01-2017 00:00,134.59,294.51,56.99,207.28
14-01-2017 01:00,134.59,294.51,56.99,207.28
14-01-2017 02:00,134.59,294.51,56.99,207.28
14-01-2017 03:00,134.59,294.51,56.99,207.28
14-01-2017 04:00,134.59,294.51,56.99,207.28
14-01-2017 05:00,134.59,294.51,56.99,207.28
14-01-2017 06:00,134.59,294.51,56.99,207.28
14-01-2017 07:00,134.59,294.51,56.99,207.28
14-01-2017 08:00,134.59,294.51,56.99,207.28
14-01-2017 09:00,134.59,294.51,56.99,207.28
14-01-2017 10:00,134.59,294.51,56.99,207.28
14-01-2017 11:00,134.59,294.51,56.99,207.28
14-01-2017 12:00,134.59,294.51,56.99,207.28
14-01-2017 13:00,134.59,294.51,56.99,207.28
14-01-2017 14:00,134.59,294.51,56.99,207.28
14-01-2017 15:00,134.59,294.51,56.99,207.28
14-01-2017 16:00,134.59,294.51,56.99,207.28
14-01-2017 17:00,134.59,294.51,56.99,207.28
14-01-2017 18:00,134.59,294.51,56.99,207.28
14-01-2017 19:00,134.59,294.51,56.99,207.28
14-01-2017 20:00,134.59,294.51,56.99,207.28
14-01-2017 21:00,134.59,294.51,56.99,207.28
14-01-2017 22:00,134.59,294.51,56.99,207.28
14-01-2017 23:00,134.59,294.51,56.99,207.28
15-01-2017 00:00,134.59,294.51,56.99,207.28
15-01-2017 01:00,134.59,294.51,56.99,207.28
15-01-2017 02:00,134.59,294.51,56.99,207.28
15-01-2017 03:00,134.59,294.51,56.99,207.28
15-01-2017 04:00,134.59,294.51,56.99,207.28
15-01-2017 05:00,134.59,294.51,56.99,207.28
15-01-2017 06:00,134.59,294.51,56.99,207.28
15-01-2017 07:00,134.59,294.51,56.99,207.28
15-01-2017 08:00,134.59,294.51,56.99,207.28
15-01-2017 09:00,285,705,44.5,434
15-01-2017 10:00,283.5,702,40.33,435.75
15-01-2017 11:00,264.5,642.17,33.33,438.58
15-01-2017 12:00,200.5,411.33,29.17,436.5
15-01-2017 13:00,170,374.5,29.58,430.42
15-01-2017 14:00,182.5,363.83,29.67,411.08
15-01-2017 15:00,201.67,409.17,32.42,382.75
15-01-2017 16:00,240,479.67,35.33,298.08
15-01-2017 17:00,243.33,546.17,33.17,57.58
15-01-2017 18:00,149.17,533.83,36.33,12.42
15-01-2017 19:00,241.33,643,40.67,12.25
15-01-2017 20:00,347.5,643,44.92,12.33
15-01-2017 21:00,333.5,643,42.42,12.58
15-01-2017 22:00,265.17,606.33,42.42,12.25
15-01-2017 23:00,210.33,441.83,43.33,12.67
16-01-2017 00:00,207,536,46.33,12.42
16-01-2017 01:00,204.83,501.83,47.42,12.5
16-01-2017 02:00,188.67,321,48,12.42
16-01-2017 03:00,165.83,286.17,50.17,12.42
16-01-2017 04:00,183,365.83,52.75,12.17
16-01-2017 05:00,175.33,397.17,52.25,12.33
16-01-2017 06:00,189.33,443,52.42,12.83
16-01-2017 07:00,201,368,54.33,100.46
16-01-2017 08:00,272,553,54.33,317.25
16-01-2017 09:00,271,579.83,49.5,409.75
16-01-2017 10:00,264.67,701.17,44.75,433.33
16-01-2017 11:00,247,605.33,42.67,438.58
16-01-2017 12:00,185.5,436.5,42.67,440.42
16-01-2017 13:00,150.83,375.33,42.83,434.25
16-01-2017 14:00,142.67,345.33,49.58,420.67
16-01-2017 15:00,156.33,410.17,53.25,399.17
16-01-2017 16:00,154.83,401.5,58.08,326.25
16-01-2017 17:00,144.5,401.33,63.67,76.08
16-01-2017 18:00,177.33,394.17,68.5,12.42
16-01-2017 19:00,197.83,399.5,71,12.25
16-01-2017 20:00,160.17,273.83,72,12.33
16-01-2017 21:00,123.17,266.83,71.92,12.17
16-01-2017 22:00,111.33,194.67,71,12.33
16-01-2017 23:00,118.5,230.83,71,12.5
17-01-2017 00:00,99.33,193.33,71.92,12.25
17-01-2017 01:00,117.83,177.5,72,12.17
17-01-2017 02:00,121.83,140.5,72.75,12.25
17-01-2017 03:00,95.88,129.5,74.17,12.25
17-01-2017 04:00,94.33,129.17,75.25,12.17
17-01-2017 05:00,93.33,156.67,76,12.42
17-01-2017 06:00,106.83,153.17,75.62,12.42
17-01-2017 07:00,116,225.67,75.75,56.25
17-01-2017 08:00,117.67,263.17,74.92,252.75
17-01-2017 09:00,124.67,284,71.67,412.42
17-01-2017 10:00,121.67,307,65.33,447.58
17-01-2017 11:00,139.83,424.33,54.08,454.88
17-01-2017 12:00,134.83,426,50.17,451.08
17-01-2017 13:00,115.17,378.17,47.83,447.33
17-01-2017 14:00,121.33,392.33,46.17,430.83
17-01-2017 15:00,122.83,409,46.83,405.25
17-01-2017 16:00,124.5,429.33,49.92,328.83
17-01-2017 17:00,141.83,523.17,56.88,74.54
17-01-2017 18:00,171.83,474.17,61.92,12.25
17-01-2017 19:00,195.67,430.83,64.92,12.5
17-01-2017 20:00,169.33,452.5,66.75,12.25
17-01-2017 21:00,179.33,400.67,69.67,12.67
17-01-2017 22:00,221.5,333,71.25,12.25
17-01-2017 23:00,221.17,351.67,72.5,12.42
18-01-2017 00:00,205.33,345,73.67,12.75
18-01-2017 01:00,203.5,348.88,74.33,12.25
18-01-2017 02:00,263.5,383.67,75.08,12.42
18-01-2017 03:00,322.83,408.17,75.75,12.42
18-01-2017 04:00,240.67,335.5,76.33,12.17
18-01-2017 05:00,158.83,306,76.38,12.42
18-01-2017 06:00,158,276.33,76.67,13.08
18-01-2017 07:00,163.17,433,77,164.33
18-01-2017 08:00,194,484,74.58,412.17
18-01-2017 09:00,220,598.17,61.33,438.83
18-01-2017 10:00,225,491,50.29,445.12
18-01-2017 11:00,212.33,401.33,48.42,449.17
18-01-2017 12:00,148,365.67,46.58,445
18-01-2017 13:00,146.33,342,42.33,442.83
18-01-2017 14:00,159,398.17,41.08,423.17
18-01-2017 15:00,136.33,369.25,41.08,389.25
18-01-2017 16:00,124.33,410.5,45.88,309.38
18-01-2017 17:00,126.83,400,48.08,78.58
18-01-2017 18:00,114.17,453.67,50,12.33
18-01-2017 19:00,156.17,412,57.42,12.33
18-01-2017 20:00,161.5,361.67,61.58,12.5
18-01-2017 21:00,160.17,348,62.58,12.58
18-01-2017 22:00,164.17,290.67,63.58,12.38
18-01-2017 23:00,161.17,318.33,67.67,12.75
19-01-2017 00:00,193.17,390,70,12.08
19-01-2017 01:00,198.83,372,70,12.17
19-01-2017 02:00,198.83,284.33,70.92,12.17
19-01-2017 03:00,203.17,287.33,71,12.17
19-01-2017 04:00,195.33,250,71,12.08
19-01-2017 05:00,155.67,281.83,70.75,12.33
19-01-2017 06:00,170.67,292.17,68.75,13.17
19-01-2017 07:00,159.83,336,66.25,154.08
19-01-2017 08:00,191,507.83,58.58,419.17
19-01-2017 09:00,199.88,418.12,47.92,434.46
19-01-2017 10:00,188.83,423.5,42.83,445.92
19-01-2017 11:00,171.83,407,38.33,446.67
19-01-2017 12:00,157.67,383.33,34.67,444
19-01-2017 13:00,111.5,357.5,33.75,440.08
19-01-2017 14:00,85.5,321.5,31.83,417.42
19-01-2017 15:00,66,326.17,33.67,373.62
19-01-2017 16:00,58,307.83,38.33,265.58
19-01-2017 17:00,69.5,294.67,45.5,69.58
19-01-2017 18:00,85.83,330.33,53.67,12.5
19-01-2017 19:00,132.5,321.33,57.17,12.42
19-01-2017 20:00,140.83,334.83,61.08,12.17
19-01-2017 21:00,120.17,285.5,64.67,12.25
19-01-2017 22:00,117,237.17,67.75,12.08
19-01-2017 23:00,97.67,206.67,68,12.33
20-01-2017 00:00,103.17,200,69.33,12.42
20-01-2017 01:00,125.33,210,71.25,12.17
20-01-2017 02:00,177.5,249.83,71.33,12.33
20-01-2017 03:00,150.5,191,71.71,12.21
20-01-2017 04:00,120,152.67,72.08,12
20-01-2017 05:00,87.33,166,73,12.08
20-01-2017 06:00,122.83,200.67,73.83,13.42
20-01-2017 07:00,125.17,263.33,72.75,169.5
20-01-2017 08:00,164.17,335.5,65.92,417.5
20-01-2017 09:00,154,337.33,56.17,443.75
20-01-2017 10:00,147.5,337.17,43.42,447.5
20-01-2017 11:00,139.83,363.67,36.67,449.42
20-01-2017 12:00,131,396.67,32.58,445.42
20-01-2017 13:00,90.5,317.33,29.83,440.42
20-01-2017 14:00,85.5,405.83,30.17,412
20-01-2017 15:00,69.67,289.17,29,389.75
20-01-2017 16:00,54.17,288.5,31.25,297.17
20-01-2017 17:00,63.17,315,37.25,69.33
20-01-2017 18:00,84.83,352.83,44.67,12.25
20-01-2017 19:00,114,317,48,12
20-01-2017 20:00,134.59,294.51,56.99,207.28
20-01-2017 21:00,134.59,294.51,56.99,207.28
20-01-2017 22:00,134.59,294.51,56.99,207.28
20-01-2017 23:00,134.59,294.51,56.99,207.28
21-01-2017 00:00,134.59,294.51,56.99,207.28
21-01-2017 01:00,134.59,294.51,56.99,207.28
21-01-2017 02:00,134.59,294.51,56.99,207.28
21-01-2017 03:00,134.59,294.51,56.99,207.28
21-01-2017 04:00,134.59,294.51,56.99,207.28
21-01-2017 05:00,134.59,294.51,56.99,207.28
21-01-2017 06:00,134.59,294.51,56.99,207.28
21-01-2017 07:00,134.59,294.51,56.99,207.28
21-01-2017 08:00,134.59,294.51,56.99,207.28
21-01-2017 09:00,134.59,294.51,56.99,207.28
21-01-2017 10:00,134.59,294.51,56.99,207.28
21-01-2017 11:00,134.59,294.51,56.99,207.28
21-01-2017 12:00,134.59,294.51,56.99,207.28
21-01-2017 13:00,134.59,294.51,56.99,207.28
21-01-2017 14:00,134.59,294.51,56.99,207.28
21-01-2017 15:00,134.59,294.51,56.99,207.28
21-01-2017 16:00,134.59,294.51,56.99,207.28
21-01-2017 17:00,134.59,294.51,56.99,207.28
21-01-2017 18:00,134.59,294.51,56.99,207.28
21-01-2017 19:00,134.59,294.51,56.99,207.28
21-01-2017 20:00,134.59,294.51,56.99,207.28
21-01-2017 21:00,134.59,294.51,56.99,207.28
21-01-2017 22:00,134.59,294.51,56.99,207.28
21-01-2017 23:00,134.59,294.51,56.99,207.28
22-01-2017 00:00,134.59,294.51,56.99,207.28
22-01-2017 01:00,134.59,294.51,56.99,207.28
22-01-2017 02:00,134.59,294.51,56.99,207.28
22-01-2017 03:00,134.59,294.51,56.99,207.28
22-01-2017 04:00,134.59,294.51,56.99,207.28
22-01-2017 05:00,134.59,294.51,56.99,207.28
22-01-2017 06:00,134.59,294.51,56.99,207.28
22-01-2017 07:00,134.59,294.51,56.99,207.28
22-01-2017 08:00,134.59,294.51,56.99,207.28
22-01-2017 09:00,134.59,294.51,56.99,207.28
22-01-2017 10:00,134.59,294.51,56.99,207.28
22-01-2017 11:00,134.59,294.51,56.99,207.28
22-01-2017 12:00,134.59,294.51,56.99,207.28
22-01-2017 13:00,134.59,294.51,56.99,207.28
22-01-2017 14:00,134.59,294.51,56.99,207.28
22-01-2017 15:00,134.59,294.51,56.99,207.28
22-01-2017 16:00,134.59,294.51,56.99,207.28
22-01-2017 17:00,134.59,294.51,56.99,207.28
22-01-2017 18:00,134.59,294.51,56.99,207.28
22-01-2017 19:00,134.59,294.51,56.99,207.28
22-01-2017 20:00,134.59,294.51,56.99,207.28
22-01-2017 21:00,134.59,294.51,56.99,207.28
22-01-2017 22:00,134.59,294.51,56.99,207.28
22-01-2017 23:00,134.59,294.51,56.99,207.28
23-01-2017 00:00,134.59,294.51,56.99,207.28
23-01-2017 01:00,134.59,294.51,56.99,207.28
23-01-2017 02:00,134.59,294.51,56.99,207.28
23-01-2017 03:00,134.59,294.51,56.99,207.28
23-01-2017 04:00,134.59,294.51,56.99,207.28
23-01-2017 05:00,134.59,294.51,56.99,207.28
23-01-2017 06:00,134.59,294.51,56.99,207.28
23-01-2017 07:00,134.59,294.51,56.99,207.28
23-01-2017 08:00,134.59,294.51,56.99,207.28
23-01-2017 09:00,134.59,294.51,56.99,207.28
